DATE,MSQEFLRG Index,MSQEFVAG Index,MSQEFMOG Index,MSQEFQUG Index,SGIFXC10 Index,SGIFXM10 Index,BXIIXTBP Index,BXIISAGU Index,BXIIEPAG Index,BCOM Index,RIY Index,RTY Index,MXEF Index,LBUSTRUU Index,LF98TRUU Index,CSLLLTOT Index,JCBDCOMP Index,JPEIDIVR Index,NGEMCOMP Index,JGENVUUG Index
6/30/2021,148.56,92.9,115.47,147.3,845.31,980.6,193.8132,680.9995,163.1668,94.5412,2421.136,2310.549,1374.64,2353.64,2422.6,491.241,296.306,988.54,637.266,311.5258
7/30/2021,155.75,93.73,116.63,150.75,839.537,985.107,196.4392,684.0983,163.2987,96.2754,2469.171,2226.246,1277.8,2379.96,2431.83,491.2229,317.585,992.66,637.319,310.1945
8/31/2021,155.07,92.55,118.35,150.33,844.296,1001.709,195.4708,681.8757,163.2375,95.9859,2537.309,2273.774,1308.67,2375.43,2444.32,493.6115,304.061,1002.4,645.33,312.5851
9/30/2021,150.47,92.33,117.83,148.08,865.587,1000.817,192.8714,677.3744,162.5764,100.7581,2418.158,2204.372,1253.1,2354.86,2444.06,496.8091,300.652,981.62,629.704,301.8591
10/29/2021,153.19,92,118.75,151.51,858.055,986.728,194.9929,677.929,160.7921,103.3578,2583.828,2297.191,1264.75,2354.21,2439.87,497.9812,299.819,981.86,628.323,297.8502
11/30/2021,157.04,93.28,121.4,155.78,866.611,970.018,190.2712,677.6032,161.6483,95.7976,2545.777,2198.908,1212.42,2361.18,2416.14,497.2205,322.596,963.8,601.461,289.7032
12/31/2021,164.9,95.74,122.83,156.93,866.404,977.502,189.6701,675.9276,160.9573,99.1694,2645.909,2245.313,1232.01,2355.14,2461.43,500.3499,311.588,977.29,611.937,294.2108
1/31/2022,163.26,101.56,115.7,152.06,874.096,981.05,192.5434,678.0254,160.524,107.8627,2494.64,2028.453,1208.23,2304.4,2394.13,502.1427,318.534,949.49,600.82,294.1954
2/28/2022,156.58,100.92,115.77,150.05,873.221,980.459,195.7115,677.7201,160.3167,114.5522,2422.791,2048.089,1171.31,2278.69,2369.55,499.6527,390.606,887.33,564.712,279.4842
3/31/2022,163.33,100.69,118.62,148.76,888.925,965.82,202.1096,679.5372,161.8531,124.4109,2501.293,2070.125,1141.79,2215.38,2342.38,499.8495,330.694,879.35,563.453,275.2035
4/29/2022,169.53,104.27,119.94,148.79,937.459,969.479,207.8787,681.279,162.2833,129.4827,2276.45,1864.103,1076.19,2131.31,2259.09,500.7066,326.388,830.19,533.281,258.6191
5/31/2022,169.4,110.03,118.73,149.47,932.127,963.367,210.0515,679.4634,161.9723,131.343,2269.066,1864.043,1077.67,2145.05,2264.63,488.1349,350.663,830.41,517.237,263.1787
6/30/2022,174.46,106.92,119.84,147.85,955.961,975.895,212.2375,679.9445,162.5473,117.0482,2075.957,1707.99,1000.67,2111.4,2112.15,478.0942,403.881,778.81,470.522,251.4598
7/29/2022,172.03,106.04,121.52,149.29,957.351,977.7,204.9563,675.893,160.724,121.827,2267.102,1885.23,993.78,2162.99,2236.84,487.0168,420.553,801.32,475.884,252.1961
8/31/2022,165.31,103.1,123.27,147.66,975.507,983.82,207.6535,654.8504,166.5811,121.6412,2176.454,1844.115,994.11,2101.88,2185.29,494.4886,374.76,793.75,485.138,251.8421
9/30/2022,164.11,102.88,122.58,145.86,994.333,975.906,215.3925,665.1337,170.8553,111.4887,1972.291,1664.716,875.79,2011.06,2098.5,483.7788,403.733,743.24,447.054,239.5768
10/31/2022,165.56,106.09,128.13,148.02,999.281,977.41,215.1444,667.0708,170.1861,113.3532,2128.356,1846.863,848.16,1985.01,2153.03,487.8895,445.383,744.37,446.034,237.4631
11/30/2022,168.22,106.99,127.83,151.15,969.671,985.334,212.0635,664.4571,169.9876,116.0528,2239.123,1886.577,972.29,2058.01,2199.76,493.3045,386.701,800.88,496.347,254.3388
12/30/2022,168.85,106.7,126.21,151.33,954.824,984.894,213.751,666.4834,171.1874,112.8052,2105.902,1761.246,956.38,2048.73,2186.03,495.0627,346.085,803.5,499.005,259.8319
1/31/2023,161.7,107.43,118.59,150.09,951.331,1006.411,210.6696,661.0988,169.8093,111.8001,2244.911,1931.945,1031.5,2111.76,2269.26,507.7645,329.231,828.95,519.465,270.9858
2/28/2023,160.03,108.03,118.34,149.95,975.632,1002.749,213.0287,665.8184,173.18,106.1591,2187.749,1896.991,964.01,2057.16,2240.09,510.9621,329.131,810.65,517.358,262.4108
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
